NCM,NCM_DESCRICAO,CAPITULO
23024000,- De outros cereais,23
23025000,- De leguminosas,23
23031000,- Resíduos da fabricação do amido e resíduos semelhantes,23
23032000,"- Polpas de beterraba, bagaços de cana-de-açúcar e outros desperdícios da indústria do açúcar",23
23033000,- Borras e desperdícios da indústria da cerveja e das destilarias,23
23040010,Farinhas e pellets,23
23040090,Outros,23
23050000,"Tortas (bagaços) e outros resíduos sólidos, mesmo triturados ou em pellets, da extração do óleo de amendoim.",23
23061000,- De sementes de algodão,23
23062000,- De linhaça (sementes de linho),23
23063010,"Tortas (bagaços), farinhas e pellets",23
23063090,Outros,23
23064100,-- Com baixo teor de ácido erúcico,23
23064900,-- Outros,23
23065000,- De coco ou de copra,23
23066000,- De nozes ou de amêndoas de palma (palmiste) (coconote),23
23069010,De germe de milho,23
23069090,Outros,23
23070000,Borras de vinho; tártaro em bruto.,23
23080000,"Matérias vegetais e desperdícios vegetais, resíduos e subprodutos vegetais, mesmo em pellets, do tipo utilizado na alimentação de animais, não especificados nem compreendidos noutras posições.",23
23091000,"- Alimentos para cães ou gatos, acondicionados para venda a retalho",23
23099010,Preparações destinadas a fornecer ao animal a totalidade dos elementos nutritivos necessários para uma alimentação diária racional e equilibrada (alimentos compostos completos),23
23099010,Para cães e gatos,23
23099020,"Preparações à base de sal iodado, farinha de ossos, farinha de concha, cobre e cobalto",23
23099030,Bolachas e biscoitos,23
23099040,Preparações que contenham diclazuril,23
23099050,"Preparações com um teor de cloridrato de ractopamina igual ou superior a 2 %, em peso, com suporte de farelo de soja",23
23099060,"Preparações que contenham xilanase e betagluconase, com suporte de farinha de trigo",23
23099060,"Preparações alimentícias para cães e gatos, não acondicionadas para a venda a retalho",23
23099070,"Preparações com um teor de vitamina B12 igual ou superior a 0,1 %, mas não superior a 1 %, em peso, com suporte à base de carbonato de cálcio",23
23099090,Outras,23
23099090,"Preparações destinadas a fornecer a cães e gatos a totalidade dos elementos nutritivos
necessários para uma alimentação diária racional e equilibrada (alimentos compostos completos)",23
24011010,"Em folhas, sem secar nem fermentar",24
24011020,Em folhas secas ou fermentadas tipo capeiro,24
24011030,"Em folhas secas em secador de ar quente (flue cured), do tipo Virgínia",24
24011040,"Em folhas secas, com um conteúdo de óleos voláteis superior a 0,2 %, em peso, do tipo turco",24
24011090,Outros,24
24012010,"Em folhas, sem secar nem fermentar",24
24012020,Em folhas secas ou fermentadas tipo capeiro,24
24012030,"Em folhas secas em secador de ar quente (flue cured), do tipo Virgínia",24
24012040,"Em folhas secas (light air cured), do tipo Burley",24
24012090,Outros,24
24013000,- Desperdícios de tabaco,24
24021000,"- Charutos e cigarrilhas, que contenham tabaco",24
24021000,Cigarrillhas,24
24022000,- Cigarros que contenham tabaco,24
24022000,Feitos à mão,24
24029000,- Outros,24
24029000,"Cigarros não contendo tabaco, exceto os feitos à mão",24
24031100,-- Tabaco para narguilé (cachimbo de água) mencionado na Nota de subposição 1 do presente Capítulo,24
24031900,-- Outros,24
24039100,"-- Tabaco ""homogeneizado"" ou ""reconstituído""",24
24039910,Extratos e molhos,24
24039990,Outros,24
24041100,-- Que contenham tabaco ou tabaco reconstituído,24
24041200,"-- Outros, que contenham nicotina",24
24041900,-- Outros,24
24049100,-- Para aplicação oral,24
24049200,-- Para aplicação percutânea,24
24049900,-- Outros,24
25010011,Sal marinho,25
25010019,Outros,25
25010020,Sal de mesa,25
25010090,Outros,25
25010090,Cloreto de sódio puro,25
25020000,Piritas de ferro não ustuladas.,25
25030010,A granel,25
25030010,Em bruto ou não refinado,25
25030090,Outros,25
25041000,- Em pó ou em escamas,25
25049000,- Outra,25
25051000,- Areias siliciosas e areias quartzosas,25
25059000,- Outras areias,25
25061000,- Quartzo,25
25062000,- Quartzitos,25
25070010,Caulim (caulino),25
25070090,Outros,25
25081000,- Bentonita,25
25083000,- Argilas refratárias,25
25084010,"Plásticas, com um teor de Fe2O3, em peso, inferior a 1,5 % e com perda por calcinação, em peso, superior a 12 %",25
25084090,Outras,25
25085000,"- Andaluzita, cianita e silimanita",25
25086000,- Mulita,25
25087000,- Barro cozido em pó (terra de chamotte) e terra de dinas,25
25090000,Cré.,25
25101010,Fosfatos de cálcio naturais,25
25101090,Outros,25
25102010,Fosfatos de cálcio naturais,25
25102090,Outros,25
25111000,- Sulfato de bário natural (baritina),25
25112000,- Carbonato de bário natural (witherita),25
25120000,"Farinhas siliciosas fósseis (por exemplo, kieselguhr, tripolita, diatomita) e outras terras siliciosas
análogas de densidade aparente não superior a 1, mesmo calcinadas.",25
25131000,- Pedra-pomes,25
25132000,"- Esmeril, corindo natural, granada natural e outros abrasivos naturais",25
25140000,"Ardósia, mesmo desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular.",25
25151100,-- Em bruto ou desbastados,25
25151210,Mármores,25
25151220,Travertinos,25
25152000,- Granitos belgas e outras pedras calcárias de cantaria ou de construção; alabastro,25
25161100,-- Em bruto ou desbastado,25
25161200,"-- Simplesmente cortado à serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular",25
25162000,- Arenito (grés),25
25169000,- Outras pedras de cantaria ou de construção,25
25171000,"- Calhaus, cascalho, pedras britadas, do tipo normalmente utilizado em concreto (betão) ou para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente",25
25172000,"- Macadame de escórias de altos-fornos, de outras escórias ou de resíduos industriais semelhantes, mesmo que contenham matérias incluídas na subposição 2517.10",25
25173000,- Tarmacadame,25
25174100,-- De mármore,25
25174900,-- Outros,25
25181000,"- Dolomita não calcinada nem sinterizada, denominada ""crua""",25
25182000,- Dolomita calcinada ou sinterizada,25
25191000,- Carbonato de magnésio natural (magnesita),25
25199010,Magnésia eletrofundida,25
25199090,Outros,25
25201011,Em pedaços irregulares (pedras),25
25201019,Outros,25
25201020,Anidrita,25
25202010,"Moído, apto para uso odontológico",25
25202090,Outros,25
25210000,Castinas; pedras calcárias utilizadas na fabricação de cal ou de cimento.,25
25221000,- Cal viva,25
25222000,- Cal apagada,25
25223000,- Cal hidráulica,25
25231000,"- Cimentos não pulverizados, denominados clinkers",25
25232100,"-- Cimentos brancos, mesmo corados artificialmente",25
25232910,Cimento comum,25
25232990,Outros,25
25233000,- Cimentos aluminosos,25
25239000,- Outros cimentos hidráulicos,25
25241000,- Crocidolita,25
25249000,- Outros,25
25251000,- Mica em bruto ou clivada em folhas ou lamelas irregulares (splittings),25
25252000,- Mica em pó,25
25253000,- Desperdícios de mica,25
25261000,- Não triturados nem em pó,25
25262000,- Triturados ou em pó,25
25280000,"Boratos naturais e seus concentrados (calcinados ou não), exceto boratos extraídos de salmouras naturais; ácido bórico natural com um teor máximo de 85 % de H3BO3, em produto seco.",25
25291000,- Feldspato,25
25292100,"-- Que contenha, em peso, 97 % ou menos de fluoreto de cálcio",25
25292200,"-- Que contenha, em peso, mais de 97 % de fluoreto de cálcio",25
25293000,- Leucita; nefelina e nefelina-sienito,25
25301010,Perlita,25
25301090,Outras,25
25302000,"- Kieserita, epsomita (sulfatos de magnésio naturais)",25
25309010,Espodumênio,25
25309020,"Areia de zircônio micronizada, própria para a preparação de esmaltes cerâmicos",25
25309030,Minerais de metais das terras raras,25
25309040,Terras corantes,25
25309090,Outras,25
26011100,-- Não aglomerados,26
26011210,"Aglomerados por processo de peletização, de diâmetro igual ou superior a 8 mm, mas não superior a 18 mm",26
26011290,Outros,26
26012000,- Piritas de ferro ustuladas (cinzas de piritas),26
26020010,Aglomerados,26
26020090,Outros,26
26030010,Sulfetos,26
26030090,Outros,26
26040000,Minérios de níquel e seus concentrados.,26
26050000,Minérios de cobalto e seus concentrados.,26
26060011,Não calcinada,26
26060012,Calcinada,26
26060090,Outros,26
26070000,Minérios de chumbo e seus concentrados.,26
26080010,Sulfetos,26
26080090,Outros,26
26090000,Minérios de estanho e seus concentrados.,26
26100010,Cromita,26
26100090,Outros,26
26110000,Minérios de tungstênio (volfrâmio) e seus concentrados.,26
26121000,- Minérios de urânio e seus concentrados,26
26122000,- Minérios de tório e seus concentrados,26
26131010,Molibdenita,26
26131090,Outros,26
26139010,Molibdenita,26
26139090,Outros,26
26140010,Ilmenita,26
26140090,Outros,26
26151010,Badeleíta,26
26151020,Zirconita,26
26151090,Outros,26
26159000,- Outros,26
26161000,- Minérios de prata e seus concentrados,26
26169000,- Outros,26
26171000,- Minérios de antimônio e seus concentrados,26
26179000,- Outros,26
26180000,"Escória de altos-fornos granulada (areia de escória) proveniente da fabricação de ferro fundido, ferro ou aço.",26
26190000,"Escórias (exceto escória de altos-fornos granulada) e outros desperdícios da fabricação de ferro fundido, ferro ou aço.",26
26201100,-- Mates de galvanização,26
26201900,-- Outros,26
26202100,-- Lamas (borras) de gasolina que contenham chumbo e lamas (borras) de compostos antidetonantes que contenham chumbo,26
26202900,-- Outros,26
26203000,- Que contenham principalmente cobre,26
26204000,- Que contenham principalmente alumínio,26
26206000,"- Que contenham arsênio, mercúrio, tálio ou suas misturas, do tipo utilizado para extração de arsênio ou destes metais ou para fabricação dos seus compostos químicos",26
26209100,"-- Que contenham antimônio, berílio, cádmio, cromo ou suas misturas",26
26209910,Que contenham principalmente titânio,26
26209990,Outros,26
26211000,- Cinzas e resíduos provenientes da incineração de resíduos municipais,26
26219010,Cinzas de origem vegetal,26
26219090,Outras,26
27011100,-- Antracita,27
27011200,-- Hulha betuminosa,27
27011900,-- Outras hulhas,27
27012000,"- Briquetes, bolas em aglomerados e combustíveis sólidos semelhantes, obtidos a partir da hulha",27
27021000,"- Linhitas, mesmo em pó, mas não aglomeradas",27
27022000,- Linhitas aglomeradas,27
27030000,"Turfa (incluindo a turfa para cama de animais), mesmo aglomerada.",27
27040011,Com granulometria igual ou superior a 80 mm,27
27040012,Com granulometria inferior a 80 mm,27
27040090,Outros,27
27050000,"Gás de hulha, gás de água, gás pobre (gás de ar) e gases semelhantes, exceto gases de petróleo e outros
hidrocarbonetos gasosos.",27
27060000,"Alcatrões de hulha, de linhita ou de turfa e outros alcatrões minerais, mesmo desidratados ou parcialmente destilados, incluindo os alcatrões reconstituídos.",27
27071000,- Benzol (benzeno),27
27072000,- Toluol (tolueno),27
27073000,- Xilol (xilenos),27
27074000,- Naftaleno,27
27075010,"Misturas que contenham trimetilbenzenos e etiltoluenos, como componentes majoritários",27
27075090,Outras,27
27079100,-- Óleos de creosoto,27
27079910,Cresóis,27
27079990,Outros,27
27081000,- Breu,27
27082000,- Coque de breu,27
27090010,De petróleo,27
27090090,Outros,27
27101210,Hexano comercial,27
27101221,Di-isobutileno,27
27101229,Outras,27
27101230,Aguarrás mineral (white spirit),27
27101241,Para petroquímica,27
27101249,Outras,27
27101251,De aviação,27
27101259,Outras,27
27101260,"Mistura de hidrocarbonetos acíclicos e cíclicos, saturados, derivados de frações de petróleo, que contenha, em peso, menos de 2 %, de hidrocarbonetos aromáticos, cuja curva de destilação, segundo o método ISO 3405 (equivalente ao método ASTM D 86), apresenta um ponto inicial mínimo de 70 °C e uma fração de destilado igual ou superior a 90 %, em volume, a 210 °C",27
27101290,Outros,27
27101290,Óleos parcialmente refinados,27
27101290,Óleos para lamparina de mecha (signal-oil),27
27101911,De aviação,27
27101919,Outros,27
27101921,"""Gasóleo"" (óleo diesel)",27
27101922,Fuel-oil,27
27101929,Outros,27
27101931,Sem aditivos,27
27101932,Com aditivos,27
27101991,Óleos minerais brancos (óleos de vaselina ou de parafina),27
27101992,Líquidos para transmissões hidráulicas,27
27101993,Óleos para isolamento elétrico,27
27101994,"Mistura de hidrocarbonetos acíclicos e cíclicos, saturados, derivados de frações de petróleo, que contenha, em peso, menos de 2 %, de hidrocarbonetos aromáticos, que destila, segundo o método ISO 3405 (equivalente ao método ASTM D 86), uma fração inferior a 90 %, em volume, a 210 °C com um ponto final máximo de 360 °C",27
27101999,Outros,27
27101999,Óleos parcialmente refinados,27
27101999,Óleos para lamparina de mecha (signal-oil),27
27102000,"- Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, que contenham biodiesel, exceto os resíduos de óleos",27
27102000,"Óleos leves e preparações, exceto óleos para lamparina de mecha (signal-oil)",27
27109110,Que contenham bifenilas policloradas (PCB) numa concentração igual ou superior a 50 mg/kg,27
27109120,"Outros, que contenham terfenilas policloradas (PCT) ou bifenilas polibromadas (PBB), mesmo que também contenham bifenilas policloradas (PCB) numa concentração inferior a 50 mg/kg",27
27109190,Outros,27
27109900,-- Outros,27
27111100,-- Gás natural,27
27111210,Bruto,27
27111290,Outros,27
27111300,-- Butanos,27
27111400,"-- Etileno, propileno, butileno e butadieno",27
27111910,Gás liquefeito de petróleo (GLP),27
27111990,Outros,27
27112100,-- Gás natural,27
27112910,Butanos,27
27112990,Outros,27
27121000,- Vaselina,27
27122000,"- Parafina que contenha, em peso, menos de 0,75 % de óleo",27
27129000,- Outros,27
27131100,-- Não calcinado,27
27131200,-- Calcinado,27
27132000,- Betume de petróleo,27
27139000,- Outros resíduos dos óleos de petróleo ou de minerais betuminosos,27
27141000,- Xistos e areias betuminosos,27
27149000,- Outros,27
27150000,"Misturas betuminosas à base de asfalto ou de betume naturais, de betume de petróleo, de alcatrão mineral ou de breu de alcatrão mineral (por exemplo, mástiques betuminosas e cut-backs).",27
27160000,Energia elétrica.,27
28011000,- Cloro,28
28012010,Sublimado,28
28012090,Outros,28
28013000,- Flúor; bromo,28
28020000,Enxofre sublimado ou precipitado; enxofre coloidal.,28
28030011,Negro de acetileno,28
28030019,Outros,28
28030090,Outros,28
28041000,- Hidrogênio,28
28042100,-- Argônio (árgon),28
28042910,Hélio líquido,28
28042990,Outros,28
28043000,- Nitrogênio (azoto),28
28044000,- Oxigênio,28
28045000,- Boro; telúrio,28
28046100,"-- Que contenha, em peso, pelo menos 99,99 % de silício",28
28046900,-- Outro,28
28047010,Branco,28
28047020,Vermelho ou amorfo,28
28047030,Negro,28
28048000,- Arsênio,28
28049000,- Selênio,28
28051100,-- Sódio,28
28051200,-- Cálcio,28
28051910,Estrôncio,28
28051920,Bário,28
28051990,Outros,28
28053010,"Liga de cério, com um teor de ferro inferior ou igual a 5 %, em peso (Mischmetal)",28
28053090,Outros,28
28054000,- Mercúrio,28
28061010,Em estado gasoso ou liquefeito,28
28061020,Em solução aquosa,28
28062000,- Ácido clorossulfúrico,28
28070010,Ácido sulfúrico,28
28070020,Ácido sulfúrico fumante (óleum),28
28080010,Ácido nítrico,28
28080020,Ácidos sulfonítricos,28
28091000,- Pentóxido de difósforo,28
28092011,Com um teor de ferro inferior a 750 ppm,28
28092019,Outros,28
28092020,Ácidos metafosfóricos,28
28092030,Ácido pirofosfórico,28
28092090,Outros,28
28100010,Ácido ortobórico,28
28100090,Outros,28
28111100,-- Fluoreto de hidrogênio (ácido fluorídrico),28
28111200,-- Cianeto de hidrogênio (ácido cianídrico ou ácido hidrociânico),28
28111910,Ácido aminossulfônico (ácido sulfâmico),28
28111920,Ácido fosfônico (ácido fosforoso),28
28111930,Ácido perclórico,28
28111940,Fluorácidos e outros compostos de flúor,28
28111990,Outros,28
28112100,-- Dióxido de carbono,28
28112210,Obtido por precipitação química,28
28112220,Tipo aerogel,28
28112230,Gel de sílica,28
28112290,Outros,28
28112910,Dióxido de enxofre,28
28112990,Outros,28
28121100,-- Dicloreto de carbonila (fosgênio),28
28121200,-- Oxicloreto de fósforo,28
28121300,-- Tricloreto de fósforo,28
28121400,-- Pentacloreto de fósforo,28
28121500,-- Monocloreto de enxofre,28
28121600,-- Dicloreto de enxofre,28
28121700,-- Cloreto de tionila,28
28121911,Tricloreto de arsênio,28
28121919,Outros,28
28121920,Oxicloretos,28
28129000,- Outros,28
28131000,- Dissulfeto de carbono,28
28139010,Pentassulfeto de difósforo,28
28139090,Outros,28
28141000,- Amoníaco anidro,28
28142000,- Amoníaco em solução aquosa (amônia),28
28151100,-- Sólido,28
28151200,-- Em solução aquosa (lixívia de soda cáustica),28
28152000,- Hidróxido de potássio (potassa cáustica),28
28153000,- Peróxidos de sódio ou de potássio,28
28161010,Hidróxido,28
28161020,Peróxido,28
28164010,Hidróxido de bário,28
28164090,Outros,28
28170010,Óxido de zinco (branco de zinco),28
28170020,Peróxido de zinco,28
28181010,"Branco, que passe através de uma peneira com abertura de malha de 63 micrômetros (mícrons) em proporção superior a 90 %, em peso",28
28181090,Outros,28
28182010,Alumina calcinada,28
28182090,Outros,28
28183000,- Hidróxido de alumínio,28
28191000,- Trióxido de cromo,28
28199010,Óxidos,28
28199020,Hidróxidos,28
28201010,"Com um teor de MnO2 igual ou superior a 91%,  em peso (manganês eletrolítico)",28
28201090,Outros,28
28209010,Óxido manganoso,28
28209020,Trióxido de dimanganês (sesquióxido de manganês),28
28209030,Tetraóxido de trimanganês (óxido salino de manganês),28
28209040,Heptaóxido de dimanganês (anidrido permangânico),28
28211011,"Com um teor de Fe2O3 igual ou superior a 85 %, em peso",28
28211019,Outros,28
28211020,"Óxido ferroso-férrico (óxido magnético de ferro), com um teor de Fe3O4 igual ou superior a 93 %, em peso",28
28211030,Hidróxidos de ferro,28
28211090,Outros,28
28212000,- Terras corantes,28
28220010,Tetraóxido de tricobalto (óxido salino de cobalto),28
28220090,Outros,28
28230010,Tipo anátase,28
28230090,Outros,28
28241000,"- Monóxido de chumbo (litargírio, massicote)",28
28249010,Mínio (zarcão) e mínio-laranja (mine-orange),28
28249090,Outros,28
28251010,Hidrazina e seus sais inorgânicos,28
28251020,Hidroxilamina e seus sais inorgânicos,28
28252010,Óxido,28
28252020,Hidróxido,28
28253010,Pentóxido de divanádio,28
28253090,Outros,28
28254010,Óxido niqueloso,28
28254090,Outros,28
28255010,"Óxido cúprico, com um teor de CuO igual ou superior a 98 %, em peso",28
28255090,Outros,28
28256010,Óxidos de germânio,28
28256020,Dióxido de zircônio,28
28257010,Trióxido de molibdênio,28
28257090,Outros,28
28258010,Trióxido de antimônio,28
28258090,Outros,28
28259010,Óxido de cádmio,28
28259020,Trióxido de tungstênio (volfrâmio),28
28259090,Outros,28
28261200,-- De alumínio,28
28261910,Trifluoreto de cromo,28
28261920,Fluoreto ácido de amônio,28
28261990,Outros,28
28263000,- Hexafluoraluminato de sódio (criolita sintética),28
28269010,Fluoroaluminato de potássio,28
28269020,Fluorossilicatos de sódio ou de potássio,28
28269090,Outros,28
28271000,- Cloreto de amônio,28
28272010,"Com um teor de CaCl2 igual ou superior a 98 %, em peso, em base seca",28
28272090,Outros,28
28273110,"Com um teor de MgCl2 inferior a 98 %, em peso, e de cálcio (Ca) inferior ou igual a 0,5 %, em peso",28
28273190,Outros,28
28273200,-- De alumínio,28
28273500,-- De níquel,28
28273910,De cobre I (cloreto cuproso ou monocloreto de cobre),28
28273920,De titânio,28
28273931,"Anidro, com um teor de ZnCl2 igual ou superior a 98%, em peso",28
28273939,Outros,28
28273940,De zircônio,28
28273950,De antimônio,28
28273960,De lítio,28
28273970,De bismuto,28
28273991,De cádmio,28
28273992,De césio,28
28273993,De cromo,28
28273994,De estrôncio,28
28273995,De manganês,28
28273996,De ferro,28
28273997,De cobalto,28
28273998,De zinco,28
28273999,Outros,28
28274110,Oxicloretos,28
28274120,Hidroxicloretos,28
28274911,De bismuto,28
28274912,De zircônio,28
28274919,Outros,28
28274921,De alumínio,28
28274929,Outros,28
28275100,-- Brometos de sódio ou de potássio,28
28275900,-- Outros,28
28276011,De sódio,28
28276012,De potássio,28
28276019,Outros,28
28276021,De potássio,28
28276029,Outros,28
28281000,- Hipoclorito de cálcio comercial e outros hipocloritos de cálcio,28
28289011,De sódio,28
28289019,Outros,28
28289020,Clorito de sódio,28
28289090,Outros,28
28291100,-- De sódio,28
28291910,De cálcio,28
28291920,De potássio,28
28291990,Outros,28
28299011,De sódio,28
28299012,De potássio,28
28299019,Outros,28
28299021,De sódio,28
28299022,De potássio,28
28299029,Outros,28
28299031,De potássio,28
28299032,De cálcio,28
28299039,Outros,28
28299040,Periodatos,28
28299050,Percloratos,28
28301010,De dissódio,28
28301020,De monossódio (hidrogenossulfeto de sódio),28
28309011,De molibdênio IV (dissulfeto de molibdênio),28
28309012,De bário,28
28309013,De potássio,28
28309014,De chumbo,28
28309015,De estrôncio,28
28309016,De zinco,28
28309019,Outros,28
28309020,Polissulfetos,28
28311011,Estabilizados,28
28311019,Outros,28
28311021,Estabilizados com formaldeído,28
28311029,Outros,28
28319010,Ditionito de zinco,28
28319090,Outros,28
28321010,De dissódio,28
28321090,Outros,28
28322000,- Outros sulfitos,28
28323010,De amônio,28
28323020,De sódio,28
28323090,Outros,28
28331110,Anidro,28
28331190,Outros,28
28331900,-- Outros,28
28332100,-- De magnésio,28
28332200,-- De alumínio,28
28332400,-- De níquel,28
28332510,Cuproso,28
28332520,Cúprico,28
28332710,"Com um teor de BaSO4 igual ou superior a 97,5 %, em peso",28
28332790,Outros,28
28332910,De antimônio,28
28332920,De lítio,28
28332930,De estrôncio,28
28332940,Sulfato ferroso,28
28332950,Neutro de chumbo,28
28332960,De cromo,28
28332970,De zinco,28
28332990,Outros,28
28333000,- Alumes,28
28334010,De sódio,28
28334020,De amônio,28
28334090,Outros,28
28341010,De sódio,28
28341090,Outros,28
28342110,"Com um teor de KNO3 inferior ou igual a 98 %, em peso",28
28342190,Outros,28
28342910,"De cálcio, com um teor de nitrogênio (azoto) inferior ou igual a 16 %, em peso",28
28342930,De alumínio,28
28342940,De lítio,28
28342990,Outros,28
28351011,De sódio,28
28351019,Outros,28
28351021,Dibásico de chumbo,28
28351029,Outros,28
28352200,-- Mono ou dissódico,28
28352400,-- De potássio,28
28352500,-- Hidrogeno-ortofosfato de cálcio (fosfato dicálcico),28
28352600,-- Outros fosfatos de cálcio,28
28352910,De ferro,28
28352920,De cobalto,28
28352930,De cobre,28
28352940,De cromo,28
28352950,De estrôncio,28
28352960,De manganês,28
28352970,De triamônio,28
28352980,De trissódio,28
28352990,Outros,28
28353110,"Grau alimentício, de acordo com o estabelecido pela Food and Agriculture Organization - Organização Mundial da Saúde (FAO - OMS) ou pelo Food Chemical Codex (FCC)",28
28353190,Outros,28
28353910,Metafosfatos de sódio,28
28353920,Pirofosfatos de sódio,28
28353930,Pirofosfato de zinco,28
28353990,Outros,28
28362010,Anidro,28
28362090,Outros,28
28363000,- Hidrogenocarbonato (bicarbonato) de sódio,28
28364000,- Carbonatos de potássio,28
28365000,- Carbonato de cálcio,28
28366010,"Com um teor de BaCO3 igual ou superior a 98 %, em peso",28
28366090,Outros,28
28369100,-- Carbonatos de lítio,28
28369200,-- Carbonato de estrôncio,28
28369911,"De magnésio, de densidade aparente inferior a 200 kg/m3",28
28369912,De zircônio,28
28369913,De amônio comercial e outros carbonatos de amônio,28
28369919,Outros,28
28369920,Peroxocarbonatos (percarbonatos),28
28371100,-- De sódio,28
28371911,De potássio,28
28371912,De zinco,28
28371914,De cobre I (cianeto cuproso),28
28371915,De cobre II (cianeto cúprico),28
28371919,Outros,28
28371920,Oxicianetos,28
28372011,De sódio,28
28372012,De ferro II (ferrocianeto ferroso),28
28372019,Outros,28
28372021,De potássio,28
28372022,De ferro II (ferricianeto ferroso),28
28372023,De ferro III (ferricianeto férrico),28
28372029,Outros,28
28372090,Outros,28
28391100,-- Metassilicatos,28
28391900,-- Outros,28
28399010,De magnésio,28
28399020,De alumínio,28
28399030,De zircônio,28
28399040,De chumbo,28
28399050,De potássio,28
28399090,Outros,28
28401100,-- Anidro,28
28401900,-- Outro,28
28402000,- Outros boratos,28
28403000,- Peroxoboratos (perboratos),28
28413000,- Dicromato de sódio,28
28415011,Cromato de amônio; dicromato de amônio,28
28415012,Cromato de potássio,28
28415013,Cromato de sódio,28
28415014,Dicromato de potássio,28
28415015,Cromato de zinco,28
28415016,Cromato de chumbo,28
28415019,Outros,28
28415020,Peroxocromatos,28
28416100,-- Permanganato de potássio,28
28416910,Manganitos,28
28416920,Manganatos,28
28416930,Permanganatos,28
28417010,De amônio,28
28417020,De sódio,28
28417090,Outros,28
28418010,De amônio,28
28418020,De chumbo,28
28418090,Outros,28
28419011,De chumbo,28
28419012,De bário ou de bismuto,28
28419013,De cálcio ou de estrôncio,28
28419014,De magnésio,28
28419015,De lantânio ou de neodímio,28
28419019,Outros,28
28419021,Ferrito de bário,28
28419022,Ferrito de estrôncio,28
28419029,Outros,28
28419030,Vanadatos,28
28419041,De bário,28
28419042,De bismuto,28
28419043,De cálcio,28
28419049,Outros,28
28419050,Plumbatos,28
28419060,Antimoniatos,28
28419070,Zincatos,28
28419081,De sódio,28
28419082,De magnésio,28
28419083,De bismuto,28
28419089,Outros,28
28419090,Outros,28
28421010,Zeólitas do tipo utilizado como trocadores de íons para o tratamento de águas,28
28421090,Outros,28
28429000,- Outros,28
28431000,- Metais preciosos no estado coloidal,28
28432100,-- Nitrato de prata,28
28432910,Vitelinato de prata,28
28432990,Outros,28
28433010,Sulfeto de ouro em dispersão de gelatina,28
28433090,Outros,28
28439011,Apresentados como medicamentos,28
28439019,Outros,28
28439020,"Tricloreto de rutênio em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior
ou igual a 27 %, em peso",28
28439030,"Ácido hexacloroirídico em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso",28
28439040,"Tricloreto de rutênio, em pó",28
28439090,Outros,28
28441000,"- Urânio natural e seus compostos; ligas, dispersões (incluindo os cermets), produtos cerâmicos e misturas que contenham urânio natural ou compostos de urânio natural",28
28442000,"- Urânio enriquecido em U 235 e seus compostos; plutônio e seus compostos; ligas, dispersões (incluindo os cermets), produtos cerâmicos e misturas que contenham urânio enriquecido em U 235, plutônio ou compostos destes produtos",28
28443000,"- Urânio empobrecido em U 235 e seus compostos; tório e seus compostos; ligas, dispersões (incluindo os cermets), produtos cerâmicos e misturas que contenham urânio empobrecido em U 235, tório ou compostos destes produtos",28
28444100,"-- Trítio e seus compostos; ligas, dispersões (incluindo os cermets), produtos cerâmicos e misturas que contenham trítio ou seus compostos",28
28444200,"-- Actínio-225, actínio-227, califórnio-253, cúrio-240, cúrio-241, cúrio-242, cúrio-243, cúrio-244, einstêinio-253, einstêinio-254, gadolínio-148, polônio-208, polônio-209, polônio-210, rádio-223, urânio-230 ou urânio-232, e seus compostos; ligas, dispersões (incluindo os cermets), produtos cerâmicos e misturas que contenham estes elementos ou compostos",28
28444310,"Molibdênio-99 absorvido em alumina, apto para a obtenção de tecnécio-99 (reativo de diagnóstico para medicina nuclear)",28
28444320,Cobalto-60,28
28444330,Iodo-131,28
28444390,Outros,28
28444400,-- Resíduos radioativos,28
28445000,- Elementos combustíveis (cartuchos) usados (irradiados) de reatores nucleares,28
28451000,- Água pesada (óxido de deutério),28
28452000,- Boro enriquecido em boro-10 e seus compostos,28
28453000,- Lítio enriquecido em lítio-6 e seus compostos,28
28454000,- Hélio-3,28
28459000,- Outros,28
28461010,Óxido cérico,28
28461090,Outros,28
28469010,Óxido de praseodímio,28
28469020,Cloretos dos demais metais das terras raras,28
28469030,Gadopentetato de dimeglumina,28
28469090,Outros,28
28470000,"Peróxido de hidrogênio (água oxigenada), mesmo solidificado com ureia.",28
28491000,- De cálcio,28
28492000,- De silício,28
28499010,De boro,28
28499020,De tântalo,28
28499030,De tungstênio (volfrâmio),28
28499090,Outros,28
28500010,Nitreto de boro,28
28500020,Silicieto de cálcio,28
28500090,Outros,28
28521011,Óxidos,28
28521012,Cloreto de mercúrio I (cloreto mercuroso),28
28521013,"Cloreto de mercúrio II (cloreto mercúrico), para uso fotográfico, acondicionado para venda a retalho, pronto para utilização",28
28521014,"Cloreto de mercúrio II (cloreto mercúrico), apresentado de outro modo",28
28521019,Outros,28
