NCM,NCM_STR,NCM_DESCRICAO
29054500,29054500,-- Glicerol
29054900,29054900,-- Outros
29055100,29055100,-- Etclorvinol (DCI)
29055910,29055910,Hidrato de cloral
29055990,29055990,Outros
29061100,29061100,-- Mentol
29061200,29061200,"-- Cicloexanol, metilcicloexanóis e dimetilcicloexanóis"
29061300,29061300,-- Esteróis e inositóis
29061910,29061910,Derivados do mentol
29061920,29061920,Borneol; isoborneol
29061930,29061930,Terpina e seu hidrato
29061940,29061940,"Álcool fenchílico (1,3,3-trimetil-2-norbornanol)"
29061950,29061950,Terpineóis
29061990,29061990,Outros
29062100,29062100,-- Álcool benzílico
29062910,29062910,2-Feniletanol
29062920,29062920,Dicofol
29062990,29062990,Outros
29071100,29071100,-- Fenol (hidroxibenzeno) e seus sais
29071200,29071200,-- Cresóis e seus sais
29071300,29071300,"-- Octilfenol, nonilfenol, e seus isômeros; sais destes produtos"
29071510,29071510,beta-Naftol e seus sais
29071590,29071590,Outros
29071910,29071910,"2,6-Di-ter-butil-p-cresol e seus sais"
29071920,29071920,o-Fenilfenol e seus sais
29071930,29071930,p-ter-Butilfenol e seus sais
29071940,29071940,Xilenóis e seus sais
29071990,29071990,Outros
29072100,29072100,-- Resorcinol e seus sais
29072200,29072200,-- Hidroquinona e seus sais
29072300,29072300,"-- 4,4'-Isopropilidenodifenol (bisfenol A, difenilolpropano) e seus sais"
29072900,29072900,-- Outros
29081100,29081100,-- Pentaclorofenol (ISO)
29081911,29081911,4-Cloro-m-cresol e seus sais
29081912,29081912,Diclorofenóis e seus sais
29081913,29081913,p-Clorofenol
29081914,29081914,Triclorofenóis e seus sais
29081915,29081915,Tetraclorofenóis e seus sais
29081916,29081916,Pentaclorofenato de sódio
29081919,29081919,Outros
29081921,29081921,"2,4,6-Tribromofenol"
29081929,29081929,Outros
29081990,29081990,Outros
29089100,29089100,-- Dinoseb (ISO) e seus sais
29089200,29089200,"-- 4,6-Dinitro-o-cresol (DNOC (ISO)) e seus sais"
29089912,29089912,p-Nitrofenol e seus sais
29089913,29089913,Ácido pícrico
29089919,29089919,Outros
29089921,29089921,Disofenol
29089929,29089929,Outros
29089930,29089930,"Derivados sulfonados do fenol, seus sais e seus ésteres"
29089990,29089990,Outros
29091100,29091100,-- Éter dietílico (óxido de dietila)
29091910,29091910,Éter metil-ter-butílico (MTBE)
29091920,29091920,Sevoflurano
29091990,29091990,Outros
29092000,29092000,"- Éteres ciclânicos, ciclênicos, cicloterpênicos e seus derivados halogenados, sulfonados, nitrados ou
nitrosados"
29093011,29093011,Anetol
29093012,29093012,Éter difenílico (éter fenílico)
29093013,29093013,Éter dibenzílico (éter benzílico)
29093014,29093014,Éter feniletil-isoamílico
29093019,29093019,Outros
29093021,29093021,Oxifluorfeno
29093022,29093022,Pentacloroanisol
29093023,29093023,Éteres tetra- ou pentabromodifenílicos
29093024,29093024,"Éteres hexa-, hepta- ou octabromodifenílicos"
29093025,29093025,Éter decabromodifenílico
29093029,29093029,Outros
29094100,29094100,"-- 2,2'-Oxidietanol (dietilenoglicol)"
29094310,29094310,Do etilenoglicol
29094320,29094320,Do dietilenoglicol
29094411,29094411,Éter etílico
29094412,29094412,Éter isobutílico
29094413,29094413,Éter hexílico
29094419,29094419,Outros
29094421,29094421,Éter etílico
29094429,29094429,Outros
29094910,29094910,Guaifenesina
29094921,29094921,Trietilenoglicol
29094922,29094922,Tetraetilenoglicol
29094923,29094923,Pentaetilenoglicol e seus éteres
29094924,29094924,Éter fenílico do etilenoglicol
29094929,29094929,Outros
29094931,29094931,Dipropilenoglicol
29094932,29094932,"Éteres do mono-, di- e tripropilenoglicol"
29094939,29094939,Outros
29094941,29094941,Éter etílico do butilenoglicol
29094949,29094949,Outros
29094950,29094950,Álcoois fenoxibenzílicos
29094990,29094990,Outros
29095011,29095011,Triclosan
29095012,29095012,Eugenol
29095013,29095013,Isoeugenol
29095019,29095019,Outros
29095090,29095090,Outros
29096011,29096011,De di-isopropilbenzeno
29096012,29096012,De ter-butila
29096013,29096013,De p-mentano
29096019,29096019,Outros
29096090,29096090,Outros
29101000,29101000,- Oxirano (óxido de etileno)
29102000,29102000,- Metiloxirano (óxido de propileno)
29103000,29103000,"- 1-Cloro-2,3-epoxipropano (epicloridrina)"
29104000,29104000,"- Dieldrin (ISO, DCI)"
29105000,29105000,- Endrin (ISO)
29109010,29109010,Óxido de estireno
29109090,29109090,Outros
29110010,29110010,Dimetilacetal do 2-nitrobenzaldeído
29110090,29110090,Outros
29121100,29121100,-- Metanal (formaldeído)
29121200,29121200,-- Etanal (acetaldeído)
29121911,29121911,Glioxal
29121912,29121912,Glutaraldeído
29121919,29121919,Outros
29121921,29121921,Citral
29121922,29121922,"Citronelal (3,7-dimetil-6-octenal)"
29121923,29121923,"Bergamal (3,7-dimetil-2-metileno-6-octenal)"
29121929,29121929,Outros
29121991,29121991,Heptanal
29121999,29121999,Outros
29122100,29122100,-- Benzaldeído (aldeído benzoico)
29122910,29122910,Aldeído alfa-amilcinâmico
29122920,29122920,Aldeído alfa-hexilcinâmico
29122990,29122990,Outros
29124100,29124100,-- Vanilina (aldeído metilprotocatéquico)
29124200,29124200,-- Etilvanilina (aldeído etilprotocatéquico)
29124910,29124910,3-Fenoxibenzaldeído
29124920,29124920,3-Hidroxibenzaldeído
29124930,29124930,"3,4,5-Trimetoxibenzaldeído"
29124941,29124941,4-(4-Hidroxi-4-metilpentil)-3-cicloexeno-1-carboxialdeído
29124949,29124949,Outros
29124990,29124990,Outros
29125000,29125000,- Polímeros cíclicos dos aldeídos
29126000,29126000,- Paraformaldeído
29130010,29130010,Tricloroacetaldeído
29130090,29130090,Outros
29141100,29141100,-- Acetona
29141200,29141200,-- Butanona (metiletilcetona)
29141300,29141300,-- 4-Metilpentan-2-ona (metilisobutilcetona)
29141910,29141910,Forona
29141921,29141921,Acetilacetona
29141922,29141922,Acetonilacetona
29141923,29141923,Diacetila
29141929,29141929,Outras
29141930,29141930,Metilexilcetona
29141940,29141940,Pseudoiononas
29141950,29141950,Metilisopropilcetona
29141990,29141990,Outras
29142210,29142210,Cicloexanona
29142220,29142220,Metilcicloexanonas
29142310,29142310,Iononas
29142320,29142320,Metiliononas
29142910,29142910,Carvona
29142920,29142920,l-Mentona
29142990,29142990,Outras
29143100,29143100,-- Fenilacetona (fenilpropan-2-ona)
29143910,29143910,Acetofenona
29143990,29143990,Outras
29144010,29144010,4-Hidroxi-4-metilpentan-2-ona (diacetona álcool)
29144091,29144091,Benzoína
29144099,29144099,Outras
29145010,29145010,Nabumetona
29145020,29145020,"1,8-Di-hidroxi-3-metil-9-antrona e sua forma enólica (crisarobina ou chrysarobin)"
29145090,29145090,Outras
29146100,29146100,-- Antraquinona
29146200,29146200,-- Coenzima Q10 (ubidecarenona (DCI))
29146910,29146910,Lapachol
29146920,29146920,Menadiona
29146990,29146990,Outras
29147100,29147100,-- Clordecona (ISO)
29147911,29147911,1-Cloro-5-hexanona
29147919,29147919,Outros
29147921,29147921,Bissulfito sódico de menadiona
29147922,29147922,Ácido 2-hidroxi-4-metoxibenzofenona-5-sulfônico (sulisobenzona)
29147929,29147929,Outros
29147990,29147990,Outros
29151100,29151100,-- Ácido fórmico
29151210,29151210,De sódio
29151290,29151290,Outros
29151310,29151310,De geranila
29151390,29151390,Outros
29152100,29152100,-- Ácido acético
29152400,29152400,-- Anidrido acético
29152910,29152910,Acetato de sódio
29152920,29152920,Acetatos de cobalto
29152990,29152990,Outros
29153100,29153100,-- Acetato de etila
29153200,29153200,-- Acetato de vinila
29153300,29153300,-- Acetato de n-butila
29153600,29153600,-- Acetato de dinoseb (ISO)
29153910,29153910,Acetato de linalila
29153921,29153921,Triacetina
29153929,29153929,Outros
29153931,29153931,De n-propila
29153932,29153932,Acetato de 2-etoxietila
29153939,29153939,Outros
29153941,29153941,De decila
29153942,29153942,De hexenila
29153951,29153951,De benzestrol
29153952,29153952,De dienoestrol
29153953,29153953,De hexestrol
29153954,29153954,De mestilbol
29153955,29153955,De estilbestrol
29153961,29153961,De tricloro-alfa-feniletila
29153962,29153962,De triclorometilfenilcarbinila
29153963,29153963,Diacetato de etilenoglicol (diacetato de etileno)
29153991,29153991,De 2-ter-butilcicloexila
29153992,29153992,De bornila
29153993,29153993,De dimetilbenzilcarbinila
29153994,29153994,Bis(p-acetoxifenil)cicloexilidenometano (ciclofenil)
29153999,29153999,Outros
29154010,29154010,Ácido monocloroacético
29154020,29154020,Monocloroacetato de sódio
29154090,29154090,Outros
29155010,29155010,Ácido propiônico
29155020,29155020,Sais
29155030,29155030,Ésteres
29156011,29156011,Ácidos butanoicos e seus sais
29156012,29156012,Butanoato de etila
29156019,29156019,Outros
29156021,29156021,Ácido piválico
29156029,29156029,Outros
29157011,29157011,Ácido palmítico
29157019,29157019,Outros
29157020,29157020,Ácido esteárico
29157031,29157031,De zinco
29157039,29157039,Outros
29157040,29157040,Ésteres do ácido esteárico
29159010,29159010,Cloreto de cloroacetila
29159021,29159021,Ácido 2-etilexanoico (ácido 2-etilexoico)
29159022,29159022,2-Etilexanoato de estanho II
29159023,29159023,Di(2-etilexanoato) de trietilenoglicol
29159024,29159024,Cloreto de 2-etilexanoíla
29159029,29159029,Outros
29159031,29159031,Ácido mirístico
29159032,29159032,Ácido caprílico
29159033,29159033,Miristato de isopropila
29159039,29159039,Outros
29159041,29159041,Ácido láurico
29159043,29159043,Laurato de pentaclorobifenila
29159049,29159049,Outros
29159050,29159050,Peróxidos de ácidos
29159060,29159060,Peroxiácidos
29159090,29159090,Outros
29161110,29161110,Ácido acrílico
29161120,29161120,Sais
29161210,29161210,De metila
29161220,29161220,De etila
29161230,29161230,De butila
29161240,29161240,De 2-etilexila
29161290,29161290,Outros
29161310,29161310,Ácido metacrílico
29161320,29161320,Sais
29161410,29161410,De metila
29161420,29161420,De etila
29161430,29161430,De n-butila
29161490,29161490,Outros
29161511,29161511,Oleato de manitol
29161519,29161519,Outros
29161520,29161520,Ácido linoleico; ácido linolênico; seus sais e seus ésteres
29161600,29161600,-- Binapacril (ISO)
29161911,29161911,Sorbato de potássio
29161919,29161919,Outros
29161921,29161921,Ácido undecilênico
29161922,29161922,Undecilenato de metila
29161923,29161923,Undecilenato de zinco
29161929,29161929,Outros
29161990,29161990,Outros
29162011,29162011,"Ácido 3-(2,2-dibromovinil)-2,2-dimetilciclopropanocarboxílico"
29162012,29162012,"Cloreto do ácido 3-(2,2-diclorovinil)-2,2-dimetilciclopropanocarboxílico (DVO)"
29162013,29162013,Aletrinas
29162014,29162014,Permetrina
29162015,29162015,Bifentrina
29162019,29162019,Outros
29162090,29162090,Outros
29163110,29163110,Ácido benzoico
29163121,29163121,De sódio
29163122,29163122,De amônio
29163129,29163129,Outros
29163131,29163131,De metila
29163132,29163132,De benzila
29163139,29163139,Outros
29163210,29163210,Peróxido de benzoíla
29163220,29163220,Cloreto de benzoíla
29163400,29163400,-- Ácido fenilacético e seus sais
29163910,29163910,Cloreto de 4-cloro-alfa-(1-metiletil)benzenoacetila
29163920,29163920,Ibuprofeno
29163930,29163930,Ácido 4-cloro-3-nitrobenzoico
29163940,29163940,Perbenzoato de ter-butila
29163990,29163990,Outros
29171110,29171110,Ácido oxálico e seus sais
29171120,29171120,Ésteres
29171210,29171210,Ácido adípico
29171220,29171220,Sais e ésteres
29171310,29171310,"Ácido azelaico, seus sais e seus ésteres"
29171321,29171321,Ácido sebácico
29171322,29171322,Sebacato de dibutila
29171323,29171323,Sebacato de dioctila
29171329,29171329,Outros
29171400,29171400,-- Anidrido maleico
29171910,29171910,Dioctilsulfossuccinato de sódio
29171921,29171921,Ácido maleico
29171922,29171922,Sais e ésteres
29171930,29171930,"Ácido fumárico, seus sais e seus ésteres"
29171990,29171990,Outros
29172000,29172000,"- Ácidos policarboxílicos ciclânicos, ciclênicos ou cicloterpênicos, seus anidridos, halogenetos, peróxidos, peroxiácidos e seus derivados"
29173200,29173200,-- Ortoftalatos de dioctila
29173300,29173300,-- Ortoftalatos de dinonila ou de didecila
29173400,29173400,-- Outros ésteres do ácido ortoftálico
29173500,29173500,-- Anidrido ftálico
29173600,29173600,-- Ácido tereftálico e seus sais
29173700,29173700,-- Tereftalato de dimetila
29173911,29173911,Ésteres
29173919,29173919,Outros
29173920,29173920,Ácido ortoftálico e seus sais
29173931,29173931,De dioctila
29173939,29173939,Outros
29173940,29173940,"Sais e ésteres do ácido trimelítico (sais e ésteres do ácido 1,2,4-benzenotricarboxílico)"
29173950,29173950,"Anidrido trimelítico (ácido 1,3-dioxo-5-isobenzofuranocarboxílico)"
29173990,29173990,Outros
29181100,29181100,"-- Ácido láctico, seus sais e seus ésteres"
29181200,29181200,-- Ácido tartárico
29181310,29181310,Sais
29181320,29181320,Ésteres
29181400,29181400,-- Ácido cítrico
29181500,29181500,-- Sais e ésteres do ácido cítrico
29181610,29181610,Gluconato de cálcio
29181690,29181690,Outros
29181700,29181700,"-- Ácido 2,2-difenil-2-hidroxiacético (ácido benzílico)"
29181800,29181800,-- Clorobenzilato (ISO)
29181910,29181910,Bromopropilato
29181921,29181921,Ursodiol (ácido ursodeoxicólico)
29181922,29181922,Ácido quenodeoxicólico
29181929,29181929,Outros
29181930,29181930,Ácido 12-hidroxiesteárico
29181942,29181942,Sais
29181943,29181943,Ésteres
29181990,29181990,Outros
29182110,29182110,Ácido salicílico
29182120,29182120,Sais
29182211,29182211,Ácido o-acetilsalicílico
29182212,29182212,o-Acetilsalicilato de alumínio
29182219,29182219,Outros
29182220,29182220,Ésteres
29182300,29182300,-- Outros ésteres do ácido salicílico e seus sais
29182910,29182910,Ácidos hidroxinaftoicos
29182921,29182921,Ácido p-hidroxibenzoico
29182922,29182922,Metilparabeno
29182923,29182923,Propilparabeno
29182929,29182929,Outros
29182930,29182930,"Ácido gálico, seus sais e seus ésteres"
29182940,29182940,"Tetrakis(3-(3,5-di-ter-butil-4-hidroxifenil)propionato) de pentaeritritila"
29182950,29182950,"3-(3,5-Di-ter-butil-4-hidroxifenil)propionato de octadecila"
29182990,29182990,Outros
29183010,29183010,Cetoprofeno
29183020,29183020,Butirilacetato de metila
29183031,29183031,Ácido deidrocólico
29183032,29183032,Deidrocolato de sódio
29183033,29183033,Deidrocolato de magnésio
29183039,29183039,Outros
29183040,29183040,Acetilacetato de 2-nitrometilbenzilideno
29183090,29183090,Outros
29189100,29189100,"-- 2,4,5-T (ISO) (ácido 2,4,5-triclorofenoxiacético), seus sais e seus ésteres"
29189911,29189911,"Ácido fenoxiacético, seus sais e seus ésteres"
29189912,29189912,"Ácido 2,4-diclorofenoxiacético (2,4-D), seus sais e seus ésteres"
29189919,29189919,Outros
29189921,29189921,"Ácidos diclorofenoxibutanoicos, seus sais e seus ésteres"
29189929,29189929,Outros
29189930,29189930,Acifluorfen sódico
29189940,29189940,Naproxeno
29189950,29189950,"Ácido 3-(2-cloro-alfa, alfa, alfa-trifluor-p-toliloxi)benzoico"
29189960,29189960,Diclofop-metila
29189991,29189991,Fenofibrato
29189992,29189992,"Ácidos metilclorofenoxiacéticos, seus sais e seus ésteres"
29189993,29189993,5-(2-Cloro-4-trifluorometilfenoxi)-2-nitrobenzoato de 1'-(carboetoxi)etila (lactofen)
29189994,29189994,"Ácido 4-(4-hidroxifenoxi)-3,5-di-iodofenilacético"
29189999,29189999,Outros
29191000,29191000,"- Fosfato de tris(2,3-dibromopropila)"
29199010,29199010,De tributila
29199020,29199020,De tricresila
29199030,29199030,De trifenila
29199040,29199040,Diclorvós (DDVP)
29199050,29199050,Lactofosfato de cálcio
29199060,29199060,Clorfenvinfós
29199090,29199090,Outros
29201110,29201110,Paration (etil paration)
29201120,29201120,Paration-metila (metil paration)
29201910,29201910,Fenitrotion
29201920,29201920,Cloreto de fosforotioato de dimetila
29201990,29201990,Outros
29202100,29202100,-- Fosfito de dimetila
29202200,29202200,-- Fosfito de dietila
29202300,29202300,-- Fosfito de trimetila
29202400,29202400,-- Fosfito de trietila
29202910,29202910,Fosfito de alquila de C3 a C13 ou de alquil-arila
29202920,29202920,Fosfito de difenila
29202930,29202930,"Outros fosfitos, de arila"
29202940,29202940,Fosetil Al
29202950,29202950,"Fosfito de tris(2,4-di-ter-butilfenila)"
29202990,29202990,Outros
29203000,29203000,- Endossulfan (ISO)
29209022,29209022,Propargite
29209029,29209029,Outros
29209031,29209031,De propatila
29209032,29209032,Nitroglicerina
29209033,29209033,"Tetranitrato de pentaeritritol (PETN, nitropenta, pentrita)"
29209039,29209039,Outros
29209041,29209041,De alquila de C6 a C22
29209042,29209042,De monoalquildietilenoglicol ou de monoalquiltrietilenoglicol
29209049,29209049,Outros
29209051,29209051,De etila
29209059,29209059,Outros
29209090,29209090,Outros
29211111,29211111,Monometilamina
29211112,29211112,Sais
29211121,29211121,Dimetilamina
29211122,29211122,"2,4-Diclorofenoxiacetato de dimetilamina"
29211123,29211123,Metilclorofenoxiacetato de dimetilamina
29211129,29211129,Outros
29211131,29211131,Trimetilamina
29211132,29211132,Cloridrato de trimetilamina
29211139,29211139,Outros
29211200,29211200,"-- Cloridrato de 2-cloroetil(N,N-dimetilamina)"
29211300,29211300,"-- Cloridrato de 2-cloroetil(N,N-dietilamina)"
29211400,29211400,"-- Cloridrato de 2-cloroetil(N,N-di-isopropilamina)"
29211911,29211911,Monoetilamina e seus sais
29211912,29211912,Trietilamina
29211913,29211913,Bis(2-cloroetil)etilamina
29211914,29211914,Triclormetina (DCI) (tris(2-cloroetil)amina)
29211915,29211915,"Dietilamina e seus sais, exceto etansilato (ethamsylate)"
29211919,29211919,Outros
29211921,29211921,Mono-n-propilamina e seus sais
29211922,29211922,Di-n-propilamina e seus sais
29211923,29211923,Monoisopropilamina e seus sais
29211924,29211924,Di-isopropilamina e seus sais
29211929,29211929,Outros
29211931,29211931,Di-isobutilamina e seus sais
29211939,29211939,Outros
29211941,29211941,Metildialquilaminas
29211949,29211949,Outras
29211991,29211991,Clormetina (DCI) (bis(2-cloroetil)metilamina)
29211992,29211992,"N,N-Dialquil-2-cloroetilamina, com grupos alquila de C1 a C3, e seus sais protonados"
29211993,29211993,Mucato de isometepteno
29211994,29211994,"N,N-Dimetilcetilamina"
29211999,29211999,Outros
29212100,29212100,-- Etilenodiamina e seus sais
29212200,29212200,-- Hexametilenodiamina e seus sais
29212910,29212910,Dietilenotriamina e seus sais
29212920,29212920,Trietilenotetramina e seus sais
29212990,29212990,Outros
29213011,29213011,Monocicloexilamina e seus sais
29213012,29213012,Dicicloexilamina
29213019,29213019,Outros
29213020,29213020,Propilexedrina
29213090,29213090,Outros
29214100,29214100,-- Anilina e seus sais
29214211,29214211,Ácido sulfanílico e seus sais
29214219,29214219,Outros
29214221,29214221,"3,4-Dicloroanilina e seus sais"
29214229,29214229,Outros
29214231,29214231,4-Nitroanilina
29214239,29214239,Outros
29214241,29214241,5-Cloro-2-nitroanilina
29214249,29214249,Outros
29214290,29214290,Outros
29214311,29214311,o-Toluidina
29214319,29214319,Outros
29214321,29214321,3-Nitro-4-toluidina e seus sais
29214322,29214322,Trifluralina
29214323,29214323,4-Cloro-2-toluidina
29214329,29214329,Outros
29214410,29214410,Difenilamina e seus sais
29214421,29214421,n-Octildifenilamina
29214422,29214422,n-Nonildifenilamina
29214429,29214429,Outros
29214500,29214500,"-- 1-Naftilamina (alfa-naftilamina), 2-naftilamina (beta-naftilamina), e seus derivados; sais destes produtos"
29214610,29214610,Anfetamina e seus sais
29214620,29214620,Benzofetamina e seus sais
29214630,29214630,Dexanfetamina e seus sais
29214640,29214640,Etilanfetamina e seus sais
29214650,29214650,Fencanfamina e seus sais
29214660,29214660,Fentermina e seus sais
29214670,29214670,Lefetamina e seus sais
29214680,29214680,Levanfetamina e seus sais
29214690,29214690,Mefenorex e seus sais
29214910,29214910,Cloridrato de fenfluramina
29214921,29214921,"2,4-Xilidina e seus sais"
29214922,29214922,Pendimetalina
29214929,29214929,Outros
29214931,29214931,Sulfato de tranilcipromina
29214939,29214939,Outros
29214990,29214990,Outros
29215111,29215111,m-Fenilenodiamina e seus sais
29215112,29215112,Diaminotoluenos (toluilenodiaminas)
29215119,29215119,Outros
29215120,29215120,Derivados sulfonados das fenilenodiaminas e de seus derivados; sais destes produtos
29215131,29215131,"N,N'-Di-sec-butil-p-fenilenodiamina"
29215132,29215132,N-Isopropil-N'-fenil-p-fenilenodiamina
29215133,29215133,"N-(1,3-Dimetilbutil)-N'-fenil-p-fenilenodiamina"
29215134,29215134,"N-(1,4-Dimetilpentil)-N'-fenil-p-fenilenodiamina"
29215135,29215135,N-Fenil-p-fenilenodiamina (4-aminodifenilamina) e seus sais
29215139,29215139,Outros
29215190,29215190,Outros
29215911,29215911,"3,3'-Diclorobenzidina"
29215919,29215919,Outros
29215921,29215921,"4,4'-Diaminodifenilmetano"
29215929,29215929,Outros
29215931,29215931,"4,4'-Diaminodifenilamina e seus sais"
29215932,29215932,"Ácido 4,4'-diaminodifenilamino-2-sulfônico e seus sais"
29215939,29215939,Outros
29215990,29215990,Outros
29221100,29221100,-- Monoetanolamina e seus sais
29221200,29221200,-- Dietanolamina e seus sais
29221400,29221400,-- Dextropropoxifeno (DCI) e seus sais
29221500,29221500,-- Trietanolamina
29221600,29221600,-- Perfluoroctanossulfonato de dietanolamônio
29221700,29221700,-- Metildietanolamina e etildietanolamina
29221800,29221800,"-- 2-(N,N-di-isopropilamino)etanol"
29221911,29221911,Monoisopropanolamina
29221912,29221912,"2,4-Diclorofenoxiacetato de triisopropanolamina"
29221913,29221913,"2,4-Diclorofenoxiacetato de dimetilpropanolamina"
29221919,29221919,Outros
29221921,29221921,Citrato
29221929,29221929,Outros
29221931,29221931,Cloridrato
29221939,29221939,Outros
29221941,29221941,Cloridrato
29221949,29221949,Outros
29221951,29221951,"N,N-Dimetil-2-aminoetanol e seus sais protonados"
29221952,29221952,"N,N-Dietil-2-aminoetanol e seus sais protonados"
29221959,29221959,Outros
29221971,29221971,Cloridrato
29221979,29221979,Outros
29221981,29221981,Tartarato
29221989,29221989,Outros
29221991,29221991,"1-p-Nitrofenil-2-amino-1,3-propanodiol"
29221992,29221992,Fumarato de benciclano
29221993,29221993,Clembuterol (clenbuterol) e seu cloridrato
29221994,29221994,Mirtecaína
29221995,29221995,Tamoxifen e seu citrato
29221996,29221996,Propranolol e seus sais
29221999,29221999,Outros
29222100,29222100,-- Ácidos aminohidroxinaftalenossulfônicos e seus sais
29222911,29222911,p-Aminofenol
29222919,29222919,Outros
29222920,29222920,Nitroanisidinas e seus sais
29222990,29222990,Outros
29223111,29223111,Anfepramona
29223112,29223112,Sais
29223120,29223120,Metadona e seus sais
29223130,29223130,Normetadona e seus sais
29223910,29223910,Aminoantraquinonas e seus sais
29223921,29223921,Cloridrato
29223929,29223929,Outros
29223990,29223990,Outros
29224110,29224110,Lisina
29224190,29224190,Outros
29224210,29224210,Ácido glutâmico
29224220,29224220,Sais
29224300,29224300,-- Ácido antranílico e seus sais
29224410,29224410,Tilidina
29224420,29224420,Sais
29224910,29224910,Glicina e seus sais
29224920,29224920,Ácido etilenodiaminotetracético (EDTA) e seus sais
29224931,29224931,Ácido iminodiacético
29224932,29224932,Sais
29224940,29224940,Ácido dietilenotriaminopentacético e seus sais
29224951,29224951,alfa-Fenilglicina
29224952,29224952,Cloridrato de cloreto de D(-)alfa-aminobenzenoacetila
29224959,29224959,Outros
29224961,29224961,Diclofenaco de sódio
29224962,29224962,Diclofenaco de potássio
29224963,29224963,Diclofenaco de dietilamônio
29224964,29224964,Diclofenaco
29224969,29224969,Outros
29224990,29224990,Outros
29225011,29225011,Cloridrato
29225019,29225019,Outros
29225031,29225031,Levodopa
29225032,29225032,Metildopa
29225039,29225039,Outros
29225091,29225091,N-(1-(Metoxicarbonil)propen-2-il)-alfa-amino-p-hidroxifenilacetato de sódio (NAPOH)
29225099,29225099,Outros
29231000,29231000,- Colina e seus sais
29232000,29232000,- Lecitinas e outros fosfoaminolipídios
29233000,29233000,- Perfluoroctanossulfonato de tetraetilamônio
29234000,29234000,- Perfluoroctanossulfonato de didecildimetilamônio
29239010,29239010,Betaína e seus sais
29239020,29239020,Derivados da colina
29239030,29239030,Cloreto de 3-cloro-2-hidroxipropiltrimetilamônio
29239040,29239040,"Halogenetos de alquil-trimetilamônio, com grupo alquila de C6 a C22"
29239050,29239050,"Halogenetos de dialquil-dimetilamônio ou de alquil-benzil-dimetilamônio, com grupo alquila de C6 a
C22"
29239060,29239060,"Halogenetos de pentametil-alquil-propilenodiamônio, com grupo alquila de C6 a C22"
29239090,29239090,Outros
29241100,29241100,-- Meprobamato (DCI)
29241210,29241210,Fluoracetamida
29241220,29241220,Fosfamidona
29241230,29241230,Monocrotofós
29241911,29241911,2-Cloro-N-metilacetoacetamida
29241919,29241919,Outros
29241921,29241921,N-Metilformamida
29241922,29241922,"N,N-Dimetilformamida"
29241929,29241929,Outras
29241931,29241931,Acrilamida
29241932,29241932,Metacrilamidas
29241939,29241939,Outros
29241942,29241942,Dicrotofós
29241949,29241949,Outros
29241991,29241991,"N,N'-Dimetilureia"
29241992,29241992,Carisoprodol
29241993,29241993,"N,N'-(Diestearoil)etilenodiamina (N,N'-etilen-bis-estearamida)"
29241994,29241994,Dietanolamidas de ácidos graxos (gordos) de C12 a C18
29241999,29241999,Outros
29242111,29242111,Hexanitrocarbanilidas
29242119,29242119,Outros
29242120,29242120,Diuron
29242190,29242190,Outros
29242300,29242300,-- Ácido 2-acetamidobenzoico (ácido N-acetilantranílico) e seus sais
29242400,29242400,-- Etinamato (DCI)
29242500,29242500,-- Alaclor (ISO)
29242911,29242911,Acetanilida
29242912,29242912,4-Aminoacetanilida
29242913,29242913,Acetaminofen (paracetamol)
29242914,29242914,Lidocaína e seu cloridrato
29242915,29242915,"2,5-Dimetoxiacetanilida"
29242919,29242919,Outros
29242920,29242920,Anilidas dos ácidos hidroxinaftoicos e seus derivados; sais destes produtos
29242931,29242931,Carbaril
29242932,29242932,Propoxur
29242939,29242939,Outros
29242941,29242941,Teclozam
29242943,29242943,Atenolol; metolaclor
29242944,29242944,Ácido ioxáglico
29242945,29242945,Iodamida
29242946,29242946,Cloreto do ácido p-acetamidobenzenossulfônico
29242947,29242947,Ácido ioxitalâmico
29242949,29242949,Outros
29242951,29242951,Bromoprida
29242952,29242952,Metoclopramida e seu cloridrato
29242959,29242959,Outros
29242961,29242961,Propanil
29242962,29242962,Flutamida
29242963,29242963,Prilocaína e seu cloridrato
29242964,29242964,Iobitridol
29242969,29242969,Outros
29242991,29242991,Aspartame
29242992,29242992,Diflubenzurom
29242993,29242993,Metalaxil
29242994,29242994,Triflumurom
29242995,29242995,Buclosamida
29242996,29242996,Benzoato de denatônio
29242999,29242999,Outros
29251100,29251100,-- Sacarina e seus sais
29251200,29251200,-- Glutetimida (DCI)
29251910,29251910,Talidomida
29251990,29251990,Outros
29252100,29252100,-- Clordimeforme (ISO)
29252911,29252911,Aspartato de L-arginina
29252919,29252919,Outros
29252921,29252921,Guanidina
29252922,29252922,"N,N'-Difenilguanidina"
29252923,29252923,Clorexidina e seus sais
29252929,29252929,Outros
29252930,29252930,Amitraz
29252940,29252940,Isetionato de pentamidina
29252950,29252950,"N-(3,7-Dimetil-7-hidroxioctilideno)antranilato de metila"
29252990,29252990,Outros
29261000,29261000,- Acrilonitrila
29262000,29262000,- 1-Cianoguanidina (diciandiamida)
29263011,29263011,Fenproporex
29263012,29263012,Sais
29263020,29263020,Intermediário da metadona
29264000,29264000,- alfa-Fenilacetoacetonitrila
29269011,29269011,Verapamil
29269012,29269012,Cloridrato
29269019,29269019,Outros
29269021,29269021,Álcool alfa-ciano-3-fenoxibenzílico
29269022,29269022,Ciflutrina
29269023,29269023,Cipermetrina
29269024,29269024,Deltametrina
