NCM,NCM_DESCRICAO,POSICAO
29214610,Anfetamina e seus sais,2921
29214620,Benzofetamina e seus sais,2921
29214630,Dexanfetamina e seus sais,2921
29214640,Etilanfetamina e seus sais,2921
29214650,Fencanfamina e seus sais,2921
29214660,Fentermina e seus sais,2921
29214670,Lefetamina e seus sais,2921
29214680,Levanfetamina e seus sais,2921
29214690,Mefenorex e seus sais,2921
29214910,Cloridrato de fenfluramina,2921
29214921,"2,4-Xilidina e seus sais",2921
29214922,Pendimetalina,2921
29214929,Outros,2921
29214931,Sulfato de tranilcipromina,2921
29214939,Outros,2921
29214990,Outros,2921
29215111,m-Fenilenodiamina e seus sais,2921
29215112,Diaminotoluenos (toluilenodiaminas),2921
29215119,Outros,2921
29215120,Derivados sulfonados das fenilenodiaminas e de seus derivados; sais destes produtos,2921
29215131,"N,N'-Di-sec-butil-p-fenilenodiamina",2921
29215132,N-Isopropil-N'-fenil-p-fenilenodiamina,2921
29215133,"N-(1,3-Dimetilbutil)-N'-fenil-p-fenilenodiamina",2921
29215134,"N-(1,4-Dimetilpentil)-N'-fenil-p-fenilenodiamina",2921
29215135,N-Fenil-p-fenilenodiamina (4-aminodifenilamina) e seus sais,2921
29215139,Outros,2921
29215190,Outros,2921
29215911,"3,3'-Diclorobenzidina",2921
29215919,Outros,2921
29215921,"4,4'-Diaminodifenilmetano",2921
29215929,Outros,2921
29215931,"4,4'-Diaminodifenilamina e seus sais",2921
29215932,"Ácido 4,4'-diaminodifenilamino-2-sulfônico e seus sais",2921
29215939,Outros,2921
29215990,Outros,2921
29221100,-- Monoetanolamina e seus sais,2922
29221200,-- Dietanolamina e seus sais,2922
29221400,-- Dextropropoxifeno (DCI) e seus sais,2922
29221500,-- Trietanolamina,2922
29221600,-- Perfluoroctanossulfonato de dietanolamônio,2922
29221700,-- Metildietanolamina e etildietanolamina,2922
29221800,"-- 2-(N,N-di-isopropilamino)etanol",2922
29221911,Monoisopropanolamina,2922
29221912,"2,4-Diclorofenoxiacetato de triisopropanolamina",2922
29221913,"2,4-Diclorofenoxiacetato de dimetilpropanolamina",2922
29221919,Outros,2922
29221921,Citrato,2922
29221929,Outros,2922
29221931,Cloridrato,2922
29221939,Outros,2922
29221941,Cloridrato,2922
29221949,Outros,2922
29221951,"N,N-Dimetil-2-aminoetanol e seus sais protonados",2922
29221952,"N,N-Dietil-2-aminoetanol e seus sais protonados",2922
29221959,Outros,2922
29221971,Cloridrato,2922
29221979,Outros,2922
29221981,Tartarato,2922
29221989,Outros,2922
29221991,"1-p-Nitrofenil-2-amino-1,3-propanodiol",2922
29221992,Fumarato de benciclano,2922
29221993,Clembuterol (clenbuterol) e seu cloridrato,2922
29221994,Mirtecaína,2922
29221995,Tamoxifen e seu citrato,2922
29221996,Propranolol e seus sais,2922
29221999,Outros,2922
29222100,-- Ácidos aminohidroxinaftalenossulfônicos e seus sais,2922
29222911,p-Aminofenol,2922
29222919,Outros,2922
29222920,Nitroanisidinas e seus sais,2922
29222990,Outros,2922
29223111,Anfepramona,2922
29223112,Sais,2922
29223120,Metadona e seus sais,2922
29223130,Normetadona e seus sais,2922
29223910,Aminoantraquinonas e seus sais,2922
29223921,Cloridrato,2922
29223929,Outros,2922
29223990,Outros,2922
29224110,Lisina,2922
29224190,Outros,2922
29224210,Ácido glutâmico,2922
29224220,Sais,2922
29224300,-- Ácido antranílico e seus sais,2922
29224410,Tilidina,2922
29224420,Sais,2922
29224910,Glicina e seus sais,2922
29224920,Ácido etilenodiaminotetracético (EDTA) e seus sais,2922
29224931,Ácido iminodiacético,2922
29224932,Sais,2922
29224940,Ácido dietilenotriaminopentacético e seus sais,2922
29224951,alfa-Fenilglicina,2922
29224952,Cloridrato de cloreto de D(-)alfa-aminobenzenoacetila,2922
29224959,Outros,2922
29224961,Diclofenaco de sódio,2922
29224962,Diclofenaco de potássio,2922
29224963,Diclofenaco de dietilamônio,2922
29224964,Diclofenaco,2922
29224969,Outros,2922
29224990,Outros,2922
29225011,Cloridrato,2922
29225019,Outros,2922
29225031,Levodopa,2922
29225032,Metildopa,2922
29225039,Outros,2922
29225091,N-(1-(Metoxicarbonil)propen-2-il)-alfa-amino-p-hidroxifenilacetato de sódio (NAPOH),2922
29225099,Outros,2922
29231000,- Colina e seus sais,2923
29232000,- Lecitinas e outros fosfoaminolipídios,2923
29233000,- Perfluoroctanossulfonato de tetraetilamônio,2923
29234000,- Perfluoroctanossulfonato de didecildimetilamônio,2923
29239010,Betaína e seus sais,2923
29239020,Derivados da colina,2923
29239030,Cloreto de 3-cloro-2-hidroxipropiltrimetilamônio,2923
29239040,"Halogenetos de alquil-trimetilamônio, com grupo alquila de C6 a C22",2923
29239050,"Halogenetos de dialquil-dimetilamônio ou de alquil-benzil-dimetilamônio, com grupo alquila de C6 a
C22",2923
29239060,"Halogenetos de pentametil-alquil-propilenodiamônio, com grupo alquila de C6 a C22",2923
29239090,Outros,2923
29241100,-- Meprobamato (DCI),2924
29241210,Fluoracetamida,2924
29241220,Fosfamidona,2924
29241230,Monocrotofós,2924
29241911,2-Cloro-N-metilacetoacetamida,2924
29241919,Outros,2924
29241921,N-Metilformamida,2924
29241922,"N,N-Dimetilformamida",2924
29241929,Outras,2924
29241931,Acrilamida,2924
29241932,Metacrilamidas,2924
29241939,Outros,2924
29241942,Dicrotofós,2924
29241949,Outros,2924
29241991,"N,N'-Dimetilureia",2924
29241992,Carisoprodol,2924
29241993,"N,N'-(Diestearoil)etilenodiamina (N,N'-etilen-bis-estearamida)",2924
29241994,Dietanolamidas de ácidos graxos (gordos) de C12 a C18,2924
29241999,Outros,2924
29242111,Hexanitrocarbanilidas,2924
29242119,Outros,2924
29242120,Diuron,2924
29242190,Outros,2924
29242300,-- Ácido 2-acetamidobenzoico (ácido N-acetilantranílico) e seus sais,2924
29242400,-- Etinamato (DCI),2924
29242500,-- Alaclor (ISO),2924
29242911,Acetanilida,2924
29242912,4-Aminoacetanilida,2924
29242913,Acetaminofen (paracetamol),2924
29242914,Lidocaína e seu cloridrato,2924
29242915,"2,5-Dimetoxiacetanilida",2924
29242919,Outros,2924
29242920,Anilidas dos ácidos hidroxinaftoicos e seus derivados; sais destes produtos,2924
29242931,Carbaril,2924
29242932,Propoxur,2924
29242939,Outros,2924
29242941,Teclozam,2924
29242943,Atenolol; metolaclor,2924
29242944,Ácido ioxáglico,2924
29242945,Iodamida,2924
29242946,Cloreto do ácido p-acetamidobenzenossulfônico,2924
29242947,Ácido ioxitalâmico,2924
29242949,Outros,2924
29242951,Bromoprida,2924
29242952,Metoclopramida e seu cloridrato,2924
29242959,Outros,2924
29242961,Propanil,2924
29242962,Flutamida,2924
29242963,Prilocaína e seu cloridrato,2924
29242964,Iobitridol,2924
29242969,Outros,2924
29242991,Aspartame,2924
29242992,Diflubenzurom,2924
29242993,Metalaxil,2924
29242994,Triflumurom,2924
29242995,Buclosamida,2924
29242996,Benzoato de denatônio,2924
29242999,Outros,2924
29251100,-- Sacarina e seus sais,2925
29251200,-- Glutetimida (DCI),2925
29251910,Talidomida,2925
29251990,Outros,2925
29252100,-- Clordimeforme (ISO),2925
29252911,Aspartato de L-arginina,2925
29252919,Outros,2925
29252921,Guanidina,2925
29252922,"N,N'-Difenilguanidina",2925
29252923,Clorexidina e seus sais,2925
29252929,Outros,2925
29252930,Amitraz,2925
29252940,Isetionato de pentamidina,2925
29252950,"N-(3,7-Dimetil-7-hidroxioctilideno)antranilato de metila",2925
29252990,Outros,2925
29261000,- Acrilonitrila,2926
29262000,- 1-Cianoguanidina (diciandiamida),2926
29263011,Fenproporex,2926
29263012,Sais,2926
29263020,Intermediário da metadona,2926
29264000,- alfa-Fenilacetoacetonitrila,2926
29269011,Verapamil,2926
29269012,Cloridrato,2926
29269019,Outros,2926
29269021,Álcool alfa-ciano-3-fenoxibenzílico,2926
29269022,Ciflutrina,2926
29269023,Cipermetrina,2926
29269024,Deltametrina,2926
29269025,Fenvalerato,2926
29269026,Cialotrina (cyhalothrin),2926
29269029,Outros,2926
29269030,Sais de intermediário da metadona,2926
29269091,"Adiponitrila (1,4-dicianobutano)",2926
29269092,Cianidrina de acetona (acetona cianidrina),2926
29269093,Closantel,2926
29269095,Clorotalonil,2926
29269096,Cianoacrilatos de etila,2926
29269099,Outros,2926
29270010,Compostos diazoicos,2927
29270021,Azodicarbonamida,2927
29270029,Outros,2927
29270030,Compostos azóxicos,2927
29280011,Metiletilacetoxima,2928
29280019,Outros,2928
29280020,Carbidopa,2928
29280030,2-Hidrazinoetanol,2928
29280041,Fenilidrazina,2928
29280042,Derivados,2928
29280090,Outros,2928
29291010,Di-isocianato de difenilmetano,2929
29291021,Mistura de isômeros,2929
29291029,Outros,2929
29291030,"Isocianato de 3,4-diclorofenila",2929
29291090,Outros,2929
29299011,De sódio,2929
29299012,De cálcio,2929
29299019,Outros,2929
29299021,"Dialogenetos de N,N-dialquilfosforoamidatos, com grupos alquila de C1 a C3",2929
29299022,"N,N-Dialquilfosforoamidatos de dialquila, com grupos alquila de C1 a C3",2929
29299029,Outros,2929
29299031,"Dicloreto de N,N-dimetilfosforoamídico",2929
29299039,Outros,2929
29299040,"N,N-Dialquilfosforoamidatos de dialquila, com grupos alquila de C1 a C3",2929
29299050,"Fosfonamidofluoridatos de N-(1-(dialquila (de até C10, incluindo cicloalquila) amino)) alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos",2929
29299060,"Fosforamidofluoridatos de O-alquila (H ou de até C10, incluindo cicloalquila) N-(1-(dialquila (de até C10, incluindo cicloalquila) amino)) alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos",2929
29299090,Outros,2929
29301000,"- 2-(N,N-Dimetilamino)etanotiol",2930
29302011,EPTC,2930
29302012,Cartap,2930
29302013,Tiobencarb (dietiltiocarbamato de S-4-clorobenzila),2930
29302019,Outros,2930
29302021,Ziram; dimetilditiocarbamato de sódio,2930
29302022,Dietilditiocarbamato de zinco,2930
29302023,Dibutilditiocarbamato de zinco,2930
29302024,Metam sódio,2930
29302029,Outros,2930
29303011,De tetrametiltiourama,2930
29303012,Sulfiram,2930
29303019,Outros,2930
29303021,Thiram,2930
29303022,Dissulfiram,2930
29303029,Outros,2930
29303090,Outros,2930
29304010,"DL-Metionina, com um teor de cinzas sulfatadas superior a 0,1 %, em peso",2930
29304090,Outra,2930
29306000,"- 2-(N,N-Dietilamino)etanotiol",2930
29307000,- Sulfeto de bis(2-hidroxietila) (tiodiglicol (DCI)),2930
29308010,Aldicarb,2930
29308020,Captafol,2930
29308030,Metamidofós,2930
29309011,Ácido tioglicólico e seus sais,2930
29309012,Cisteína,2930
29309013,"N,N-Dialquil-2-aminoetanotiol, com grupos alquila de C1 a C3, e seus sais protonados",2930
29309019,Outros,2930
29309021,Tioureia,2930
29309022,Tiofanato-Metila,2930
29309023,4-Metil-3-tiosemicarbazida,2930
29309029,Outros,2930
29309031,"2-(Etiltio)etanol, com uma concentração igual ou superior a 98 %, em peso",2930
29309032,3-(Metiltio)propanal,2930
29309033,Clorotioformiato de S-etila,2930
29309034,Ácido 2-hidroxi-4-(metiltio)butanoico e seu sal cálcico,2930
29309035,Metomil,2930
29309036,Carbocisteína,2930
29309037,"4-Sulfatoetilsulfonil-2,5-dimetoxianilina; 4-sulfatoetilsulfonil-2-metoxi-5-metilanilina; 4-
sulfatoetilsulfonil-2-metoxianilina",2930
29309039,Outros,2930
29309041,"Fosforotioato de O,O-dietila e de S-[2-(dietilamino)etila] e seus sais alquilados ou protonados",2930
29309042,"Fosforotioato de O,O-dimetila e de S-[2-(1-metilcarbamoiletiltio)-etila)] (vamidotion)",2930
29309043,Fosforotioato de O-(4-bromo-2-clorofenila) O-etila e de S-propila (profenofós),2930
29309049,Outros,2930
29309051,Forato (ISO),2930
29309052,Dissulfoton,2930
29309053,Etion,2930
29309054,Dimetoato,2930
29309057,"Fosforoditioato de O,O-dimetila e de S-[2-(etiltio)etila] (tiometon)",2930
29309059,Outros,2930
29309061,Acefato,2930
29309069,Outros,2930
29309071,Tiaprida,2930
29309072,Bicalutamida,2930
29309079,Outras,2930
29309081,Sulfeto de 2-cloroetila e de clorometila,2930
29309082,Sulfeto de bis(2-cloroetila),2930
29309083,Bis(2-cloroetiltio)metano,2930
29309084,"1,2-Bis(2-cloroetiltio)etano",2930
29309085,"1,3-Bis(2-cloroetiltio)-n-propano",2930
29309086,"1,4-Bis(2-cloroetiltio)-n-butano",2930
29309087,"1,5-Bis(2-cloroetiltio)-n-pentano",2930
29309088,Óxido de bis(2-cloroetiltiometila),2930
29309089,Óxido de bis(2-cloroetiltioetila),2930
29309091,Captan,2930
29309093,Metileno-bis-tiocianato,2930
29309094,Dimetiltiofosforamida,2930
29309095,Etilditiofosfonato de O-etila e de S-fenila (fonofós),2930
29309096,"Hidrogênio alquil(de C1 a C3)fosfonotioatos de [S-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O-alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos",2930
29309097,Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3) mas sem outros átomos de carbono,2930
29309098,Ditiocarbonatos (xantatos e xantogenatos),2930
29309099,Outros,2930
29311000,- Tetrametila de chumbo e tetraetila de chumbo,2931
29312000,- Compostos de tributilestanho,2931
29314100,-- Metilfosfonato de dimetila,2931
29314200,-- Propilfosfonato de dimetila,2931
29314300,-- Etilfosfonato de dietila,2931
29314400,-- Ácido metilfosfônico,2931
29314500,-- Sal do ácido metilfosfônico e de (aminoiminometil)ureia (1:1),2931
29314600,"-- 2,4,6-Trióxido de 2,4,6-tripropil-1,3,5,2,4,6-trioxatrifosfinano",2931
29314700,"-- Metilfosfonato de (5-etil-2-metil-2-óxido-1,3,2-dioxafosfinan-5-il)metil metila",2931
29314800,"-- 3,9-Dióxido de 3,9-dimetil-2,4,8,10-tetraoxa-3,9-difosfaspiro[5.5]undecano",2931
29314911,Ácido fosfonometiliminodiacético; ácido aminotrimetilenofosfônico,2931
29314912,"Difenilfosfonato(4,4'-bis((dimetoxifosfinil)metil)difenila)",2931
29314913,Etidronato dissódico,2931
29314914,Glifosato e seu sal de monoisopropilamina,2931
29314915,Glufosinato de amônio,2931
29314916,Hidrogenofosfonato de bis(2-etilexilo),2931
29314920,"Hidrogênio alquil(de C1 a C3)fosfonitos de [O-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos",2931
29314931,Metilfosfinato de butila,2931
29314932,Metilfosfonato de bis (1-metilpentila),2931
29314939,Outros,2931
29314940,"N,N-Dialquil(de C1 a C3)fosforoamidocianidatos de O-alquila (de até C10, incluindo os cicloalquila)",2931
29314990,Outros,2931
29315100,-- Dicloreto metilfosfônico,2931
29315200,-- Dicloreto propilfosfônico,2931
29315300,-- Metilfosfonotionato de O-(3-cloropropil) O-[4-nitro-3-(trifluorometil)fenila],2931
29315400,-- Triclorfom (ISO),2931
29315911,Ácido clodrônico e seu sal dissódico,2931
29315912,Etefon,2931
29315913,Fotemustina,2931
29315991,"Alquil(de C1 a C3)fosfonofluoridatos de O-alquila (de até C10, incluindo os cicloalquila)",2931
29315992,Metilfosfonocloridato de O-isopropila,2931
29315993,Metilfosfonocloridato de O-pinacolila,2931
29315994,"Difluoreto de alquilfosfonila, com grupo alquila de C1 a C3",2931
29315995,"Fosfonamidofluoridatos de P-alquila (de até C10, incluindo cicloalquila) N-(1-(dialquila (de até C10, incluindo cicloalquila) amino)) alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos",2931
29315996,(Bis (dietilamina) metileno) fosfonamidofluoridato  de metila,2931
29315998,Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3) mas sem outros átomos de carbono,2931
29315999,Outros,2931
29319021,Bis(trimetilsilil)ureia,2931
29319029,Outros,2931
29319041,Acetato de trifenilestanho,2931
29319042,Tetraoctilestanho,2931
29319043,Ciexatin,2931
29319044,Hidróxido de trifenilestanho,2931
29319045,Óxido de fembutatina,2931
29319046,"Sais de dimetil-estanho, de dibutil-estanho e de dioctil-estanho, dos ácidos carboxílicos ou tioglicólicos e de seus ésteres",2931
29319049,Outros,2931
29319051,Ácido metilarsínico e seus sais,2931
29319052,2-Clorovinil-dicloroarsina,2931
29319053,Bis(2-clorovinil)cloroarsina,2931
29319054,Tris(2-clorovinil)arsina,2931
29319059,Outros,2931
29319061,Tricloreto de etilalumínio (sesquicloreto de etilalumínio),2931
29319062,Cloreto de dietilalumínio,2931
29319069,Outros,2931
29319090,Outros,2931
29321100,-- Tetra-hidrofurano,2932
29321200,-- 2-Furaldeído (furfural),2932
29321310,Álcool furfurílico,2932
29321320,Álcool tetra-hidrofurfurílico,2932
29321400,-- Sucralose,2932
29321910,Ranitidina e seus sais,2932
29321920,Nafronil,2932
29321930,Nitrovin,2932
29321940,Bioresmetrina,2932
29321950,Diacetato de 5-nitrofurfurilideno (NFDA),2932
29321990,Outros,2932
29322000,- Lactonas,2932
29329100,-- Isosafrol,2932
29329200,"-- 1-(1,3-Benzodioxol-5-il)propan-2-ona",2932
29329300,-- Piperonal,2932
29329400,-- Safrol,2932
29329500,-- Tetra-hidrocanabinóis (todos os isômeros),2932
29329600,-- Carbofurano (ISO),2932
29329911,Eucaliptol,2932
29329912,Quercetina,2932
29329913,Dinitrato de isossorbida,2932
29329991,Cloridrato de amiodarona,2932
29329992,"1,3,4,6,7,8-Hexaidro-4,6,6,7,8,8-hexametilciclopenta-gama-2-benzopirano",2932
29329993,Dibenzilideno-sorbitol,2932
29329994,"Carbosulfan ((dibutilaminotio)metilcarbamato de 2,3-di-hidro-2,2-dimetilbenzofuran-7-ila)",2932
29329999,Outros,2932
29331111,Dipirona,2933
29331112,Magnopirol (dipirona magnésica),2933
29331119,Outros,2933
29331120,"Metileno-bis(4-metilamino-1-fenil-2,3-dimetil)pirazolona",2933
29331190,Outros,2933
29331911,Fenilbutazona cálcica,2933
29331919,Outros,2933
29331990,Outros,2933
29332110,Iprodiona,2933
29332121,Fenitoína e seu sal sódico,2933
29332129,Outros,2933
29332190,Outros,2933
29332911,2-Metil-5-nitroimidazol,2933
29332912,Metronidazol e seus sais,2933
29332913,Tinidazol,2933
29332919,Outros,2933
29332921,Econazol e seu nitrato,2933
29332922,Nitrato de miconazol,2933
29332923,Cloridrato de clonidina,2933
29332924,Nitrato de isoconazol,2933
29332925,Clotrimazol,2933
29332929,Outros,2933
29332930,Cimetidina e seus sais,2933
29332940,4-Metil-5-hidroximetilimidazol e seus sais,2933
29332991,Imidazol,2933
29332992,Histidina e seus sais,2933
29332993,Ondansetron e seus sais,2933
29332994,1-Hidroxietil-2-undecanoilimidazolina,2933
29332995,1-Hidroxietil-2-(8-heptadecenoil)imidazolina,2933
29332999,Outros,2933
29333110,Piridina,2933
29333120,Sais,2933
29333200,-- Piperidina e seus sais,2933
29333311,Alfentanila,2933
29333312,Anileridina,2933
29333319,Outros,2933
29333321,Bezitramida,2933
29333322,Bromazepam,2933
29333329,Outros,2933
29333331,Carfentanila,2933
29333332,Cetobemidona,2933
29333339,Outros,2933
29333341,Difenoxilato,2933
29333342,Cloridrato de difenoxilato,2933
29333349,Outros,2933
29333351,Difenoxina,2933
29333352,Dipipanona,2933
29333359,Outros,2933
29333361,Fenciclidina,2933
29333362,Fenoperidina,2933
29333363,Fentanila,2933
29333369,Outros,2933
29333371,Metilfenidato,2933
29333372,Pentazocina,2933
29333379,Outros,2933
29333381,Petidina,2933
29333382,Intermediário A da petidina,2933
29333383,Pipradrol,2933
29333384,Cloridrato de petidina,2933
29333389,Outros,2933
29333391,Piritramida,2933
29333392,Propiram,2933
29333393,Trimeperidina,2933
29333394,Remifentanila,2933
29333399,Outros,2933
29333400,-- Outras fentanilas e seus derivados,2933
29333500,-- Quinuclidin-3-ol,2933
29333600,-- 4-Anilino-N-fenetilpiperidina (ANPP),2933
29333700,-- N-Fenetil-4-piperidona (NPP),2933
29333912,Droperidol,2933
29333913,Ácido niflúmico,2933
29333914,Haloxifop (ácido (RS)-2-(4-(3-cloro-5-trifluorometil-2-piridiloxi)fenoxi)propiônico),2933
29333915,Haloperidol,2933
29333919,Outros,2933
29333921,Picloram,2933
29333922,Clorpirifós,2933
29333923,Malato ácido de cleboprida (malato de cleboprida),2933
29333924,Cloridrato de loperamida,2933
29333925,Ácido 2-(2-metil-3-cloroanilino)nicotínico e seu sal de lisina,2933
29333929,Outros,2933
29333931,Terfenadina,2933
29333932,Biperideno e seus sais,2933
29333933,Ácido isonicotínico,2933
29333934,"5-Etil-2,3-dicarboxipiridina (5-EPDC)",2933
29333935,Imazetapir (ácido (RS)-5-etil-2-(4-isopropil-4-metil-5-oxo-2-imidazolin-2-il)nicotínico),2933
29333936,"Dibrometo de 1-[N,N-dialquila (de até C10) -N-(n-hidroxialquil (de até C10)) amônio]-n-[N-(3-
dimetilcarbamoxi-alfa-picolinil)-N,N-dialquil (de até C10) amônio] decano (n=1-8)",2933
29333937,Benzilato de 3-quinuclidinila,2933
29333939,Outros,2933
29333941,"Dibrometo de 1-[N,N-dialquila (de até C10) -N-(n-(ciano, acetoxi) alquil (de até C10)) amônio]-n-[N-(3-dimetilcarbamoxi-alfa-picolinil)-N,N-dialquil (de até C10) amônio] decano (n=1-8)",2933
29333942,"Dibrometo de 1,n-bis [N-(3-dimetilcarbamoxi-alfa-picolil)-N,N-dialquila (de até C10) amônio]-alcano-(2,(n-1)-diona) (n=2-12)",2933
29333943,Nifedipina,2933
29333944,Nitrendipina,2933
29333945,Maleato de pirilamina,2933
29333946,Omeprazol,2933
29333948,Nimodipina,2933
29333949,Outros,2933
29333981,Cloridrato de benzetimida,2933
29333982,Cloridrato de mepivacaína,2933
29333983,Cloridrato de bupivacaína,2933
29333984,Dicloreto de paraquate,2933
29333989,Outros,2933
29333991,Cloridrato de fenazopiridina,2933
29333992,Isoniazida,2933
29333993,3-Cianopiridina,2933
29333994,"4,4'-Bipiridina",2933
29333999,Outros,2933
29334110,Levorfanol,2933
29334120,Sais,2933
29334911,"Ácido 2,3-quinolinodicarboxílico",2933
29334912,Rosoxacina,2933
29334913,Imazaquin,2933
29334919,Outros,2933
29334920,Oxaminiquina,2933
29334930,Broxiquinolina,2933
29334940,Ésteres do levorfanol,2933
29334990,Outros,2933
29335200,-- Malonilureia (ácido barbitúrico) e seus sais,2933
29335311,Alobarbital e seus sais,2933
29335312,Amobarbital e seus sais,2933
29335321,Barbital e seus sais,2933
29335322,Butalbital e seus sais,2933
29335323,Butobarbital e seus sais,2933
29335330,Ciclobarbital e seus sais,2933
29335340,Fenobarbital e seus sais,2933
29335350,Metilfenobarbital e seus sais,2933
29335360,Pentobarbital e seus sais,2933
29335371,Secbutabarbital e seus sais,2933
29335372,Secobarbital e seus sais,2933
29335380,Venilbital e seus sais,2933
29335400,-- Outros derivados de malonilureia (ácido barbitúrico); sais destes produtos,2933
29335510,Loprazolam e seus sais,2933
29335520,Mecloqualona e seus sais,2933
29335530,Metaqualona e seus sais,2933
29335540,Zipeprol e seus sais,2933
29335911,Oxatomida,2933
29335912,Praziquantel,2933
29335913,Norfloxacina e seu nicotinato,2933
29335914,Flunarizina e seu dicloridrato,2933
29335915,Enrofloxacina; sais de piperazina,2933
29335916,Cloridrato de buspirona,2933
29335919,Outros,2933
29335921,Bromacil,2933
29335922,Terbacil,2933
29335923,Fluorouracil,2933
29335929,Outros,2933
29335931,Propiltiouracil,2933
29335932,Diazinon,2933
29335933,Pirazofós,2933
29335934,Azatioprina,2933
29335935,6-Mercaptopurina,2933
29335939,Outros,2933
29335941,Trimetoprima,2933
29335942,Aciclovir,2933
29335943,Tosilatos de dipiridamol,2933
29335944,Nicarbazina,2933
29335945,Bissulfito de menadiona dimetilpirimidinol,2933
29335949,Outros,2933
29335991,Minoxidil,2933
29335992,2-Aminopirimidina,2933
29335999,Outros,2933
29336100,-- Melamina,2933
29336911,"2,4,6-Triclorotriazina (cloreto cianúrico)",2933
29336912,Mercaptodiclorotriazina,2933
29336913,Atrazina,2933
29336914,Simazina,2933
29336915,Cianazina,2933
29336916,Anilazina,2933
29336919,Outros,2933
29336921,"N,N,N-Triidroxietilexaidrotriazina",2933
29336922,Hexazinona,2933
29336923,Metribuzim,2933
29336929,Outros,2933
29336991,Ametrina,2933
29336992,Metenamina e seus sais,2933
29336999,Outros,2933
29337100,-- 6-Hexanolactama (épsilon-caprolactama),2933
29337210,Clobazam,2933
29337220,Metiprilona,2933
29337910,Piracetam,2933
29337990,Outras,2933
29339111,Alprazolam,2933
29339112,Camazepam,2933
29339113,Clonazepam,2933
29339114,Clorazepato,2933
29339115,Clordiazepóxido,2933
29339119,Outros,2933
29339121,Delorazepam,2933
29339122,Diazepam,2933
29339123,Estazolam,2933
29339129,Outros,2933
29339131,Fludiazepam,2933
29339132,Flunitrazepam,2933
29339133,Flurazepam,2933
29339134,Halazepam,2933
29339139,Outros,2933
29339141,Loflazepato de etila,2933
29339142,Lorazepam,2933
29339143,Lormetazepam,2933
29339149,Outros,2933
29339151,Mazindol,2933
29339152,Medazepam,2933
29339153,Midazolam e seus sais,2933
29339159,Outros,2933
29339161,Nimetazepam,2933
29339162,Nitrazepam,2933
29339163,Nordazepam,2933
29339164,Oxazepam,2933
29339169,Outros,2933
29339171,Pinazepam,2933
29339172,Pirovalerona,2933
29339173,Prazepam,2933
29339179,Outros,2933
29339181,Temazepam,2933
29339182,Tetrazepam,2933
29339183,Triazolam,2933
29339189,Outros,2933
29339200,-- Azinfós metil (ISO),2933
29339911,Pirazinamida,2933
29339912,Cloridrato de amilorida,2933
29339913,Pindolol,2933
29339919,Outros,2933
29339920,Cuja estrutura contém um ciclo diazepina (hidrogenado ou não),2933
29339931,Dibenzoazepina (iminoestilbeno),2933
29339932,Carbamazepina,2933
29339933,Cloridrato de clomipramina,2933
29339934,Molinate (hexaidroazepin-1-carbotioato de S-etila),2933
29339935,Hexametilenoimina,2933
29339939,Outros,2933
29339941,Clemastina e seus derivados; sais destes produtos,2933
29339942,Amisulprida,2933
29339943,Sultoprida,2933
29339944,Alizaprida,2933
29339945,Buflomedil e seus derivados; sais destes produtos,2933
29339946,Maleato de enalapril,2933
29339947,Ketorolac trometamina,2933
29339949,Outros,2933
29339951,Benomil,2933
29339952,Oxifendazol,2933
29339953,Albendazol e seu sulfóxido,2933
29339954,Mebendazol,2933
29339955,Flubendazol,2933
29339956,Fembendazol,2933
29339959,Outros,2933
29339961,Triadimenol,2933
29339962,Triadimefon,2933
29339963,"Triazofós (fosforotioato de O,O-dietila O-(1-fenil-1H-1,2,4-triazol-3-ila))",2933
29339969,Outros,2933
29339991,Azinfós etílico,2933
29339992,Ácido nalidíxico,2933
29339993,Clofazimina,2933
29339995,Metilssulfato de amezínio,2933
29339996,Hidrazida maleica e seus sais,2933
29339999,Outros,2933
29341010,Fentiazac,2934
29341020,Cloridrato de tiazolidina,2934
29341030,Tiabendazol,2934
29341090,Outros,2934
29342010,2-Mercaptobenzotiazol e seus sais,2934
29342020,"2,2'-Ditio-bis(benzotiazol) (dissulfeto de benzotiazila)",2934
29342031,2-(Terbutilaminotio)benzotiazol (N-terbutil-benzotiazol-sulfenamida),2934
29342032,2-(Cicloexilaminotio)benzotiazol (N-cicloexil-benzotiazol-sulfenamida),2934
29342033,"2-(Dicicloexilaminotio)benzotiazol (N,N-dicicloexil-benzotiazol-sulfenamida)",2934
29342034,2-(4-Morfoliniltio)benzotiazol (N-oxidietileno-benzotiazol-sulfenamida),2934
29342039,Outras,2934
29342040,2-(Tiocianometiltio)benzotiazol (TCMTB),2934
29342090,Outros,2934
